Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
62.5,38.02,0,85.43,100,Weekday,Thursday,Maximum_Load
2.99,0.04,10.69,99.99,26.94,Weekend,Sunday,Light_Load
3.1,2.41,0,78.95,100,Weekday,Monday,Light_Load
3.92,3.17,0,77.76,100,Weekday,Wednesday,Maximum_Load
3.56,0,14.04,100,24.58,Weekend,Saturday,Light_Load
3.92,0,21.35,100,18.06,Weekend,Sunday,Light_Load
3.24,2.95,0,73.94,100,Weekday,Friday,Light_Load
66.6,21.46,0,95.18,100,Weekday,Monday,Maximum_Load
3.35,2.88,0,75.83,100,Weekend,Saturday,Light_Load
3.17,5.87,0,47.52,100,Weekday,Wednesday,Light_Load
2.63,4.21,0,52.98,100,Weekday,Wednesday,Light_Load
3.17,3.17,0,70.71,100,Weekday,Wednesday,Light_Load
75.38,39.92,0,88.37,100,Weekday,Tuesday,Light_Load
3.71,0,19.33,100,18.85,Weekday,Wednesday,Medium_Load
3.71,4.86,0,60.68,100,Weekday,Friday,Light_Load
91.76,26.96,0,95.94,100,Weekday,Wednesday,Medium_Load
3.56,4.97,0,58.23,100,Weekday,Thursday,Light_Load
71.32,34.34,0,90.1,100,Weekday,Thursday,Maximum_Load
108.97,40.75,0,93.67,100,Weekday,Tuesday,Maximum_Load
64.48,32.9,0,89.08,100,Weekday,Wednesday,Medium_Load
71.42,40.64,0,86.91,100,Weekday,Tuesday,Maximum_Load
57.82,23.08,0,92.87,100,Weekday,Friday,Maximum_Load
3.35,0,16.45,100,19.96,Weekday,Friday,Light_Load
96.95,39.06,0,92.76,100,Weekday,Thursday,Medium_Load
3.89,3.17,0.14,77.52,99.94,Weekday,Friday,Light_Load
56.95,21.06,0,93.79,100,Weekday,Monday,Maximum_Load
2.81,0,11.7,100,23.35,Weekend,Saturday,Medium_Load
8.57,0,24.8,100,32.66,Weekday,Thursday,Medium_Load
3.49,4.54,0,60.95,100,Weekday,Tuesday,Light_Load
3.96,0,23.08,100,16.91,Weekend,Saturday,Medium_Load
2.84,4.28,0,55.29,100,Weekday,Thursday,Light_Load
2.84,0,10.91,100,25.19,Weekend,Sunday,Light_Load
83.34,44.24,0,88.33,100,Weekday,Wednesday,Maximum_Load
2.77,4.97,0,48.68,100,Weekday,Thursday,Light_Load
5.94,0,23.62,100,24.39,Weekday,Friday,Medium_Load
7.96,0.04,25.67,100,29.62,Weekday,Friday,Medium_Load
3.38,4.57,0,59.46,100,Weekend,Saturday,Light_Load
61.52,18.68,0,95.69,100,Weekday,Tuesday,Medium_Load
63.79,28.33,0,91.39,100,Weekday,Thursday,Maximum_Load
106.06,51.44,0,89.98,100,Weekday,Friday,Medium_Load
54.07,41.18,0,79.55,100,Weekday,Friday,Maximum_Load
84.67,13.1,0.47,98.82,100,Weekday,Wednesday,Medium_Load
5.47,0,20.02,100,26.36,Weekday,Tuesday,Medium_Load
36.58,17.53,0,90.18,100,Weekday,Friday,Medium_Load
3.02,0,14.62,100,20.23,Weekend,Saturday,Medium_Load
19.37,15.66,0,77.76,100,Weekend,Sunday,Light_Load
89.35,38.48,0,91.84,100,Weekday,Friday,Maximum_Load
95.15,26.6,0,96.31,100,Weekend,Sunday,Medium_Load
5.76,4.18,0.36,80.93,99.81,Weekend,Saturday,Maximum_Load
30.56,0,7.63,100,97.02,Weekday,Tuesday,Medium_Load
4.07,0,18.04,100,22.01,Weekday,Friday,Medium_Load
3.24,4.68,0,56.92,100,Weekday,Friday,Light_Load
95.22,54.04,0,86.97,100,Weekday,Monday,Medium_Load
106.09,31.1,0,95.96,100,Weekday,Monday,Medium_Load
49.79,30.17,0,85.52,100,Weekday,Monday,Maximum_Load
11.34,1.19,20.23,99.45,48.9,Weekday,Wednesday,Medium_Load
50.4,16.96,0.32,94.78,100,Weekend,Saturday,Maximum_Load
3.13,3.56,0,66.03,100,Weekday,Monday,Light_Load
5.83,5.22,0,74.5,100,Weekday,Tuesday,Light_Load
3.85,3.13,0,77.59,100,Weekday,Monday,Light_Load
3.6,4.79,0,60.08,100,Weekday,Monday,Medium_Load
3.71,4.54,0,63.28,100,Weekday,Monday,Light_Load
42.3,17.28,0,92.57,100,Weekday,Monday,Medium_Load
5.22,4.9,0,72.91,100,Weekday,Monday,Light_Load
2.63,5.33,0,44.25,100,Weekend,Sunday,Light_Load
2.92,5.98,0,43.88,100,Weekend,Sunday,Light_Load
2.59,4.86,0,47.03,100,Weekday,Tuesday,Light_Load
81.22,34.96,0,91.85,100,Weekday,Wednesday,Medium_Load
3.24,0,5.22,100,52.74,Weekend,Sunday,Light_Load
78.37,21.24,1.19,96.52,99.99,Weekday,Thursday,Medium_Load
48.02,13.21,0,96.42,100,Weekday,Friday,Medium_Load
48.56,21.13,0,91.7,100,Weekday,Wednesday,Maximum_Load
110.56,59.83,0,87.95,100,Weekday,Monday,Maximum_Load
2.92,3.78,0,61.13,100,Weekday,Wednesday,Light_Load
28.3,0.04,8.21,100,96.04,Weekend,Sunday,Medium_Load
3.02,0,17.03,100,17.46,Weekend,Sunday,Light_Load
30.74,0,7.31,100,97.29,Weekday,Thursday,Maximum_Load
3.42,0,13.39,100,24.75,Weekday,Monday,Light_Load
3.17,5.62,0,49.13,100,Weekday,Monday,Light_Load
3.56,6.26,0,49.43,100,Weekend,Sunday,Light_Load
2.88,4.75,0,51.85,100,Weekday,Tuesday,Light_Load
53.6,50.65,0,72.68,100,Weekday,Monday,Light_Load
3.6,0,24.3,100,14.65,Weekend,Sunday,Medium_Load
88.85,36.76,0,92.4,100,Weekday,Friday,Maximum_Load
3.82,3.6,0,72.78,100,Weekday,Monday,Light_Load
4.64,4.32,0,73.19,100,Weekday,Tuesday,Light_Load
104.58,40.79,0,93.16,100,Weekday,Wednesday,Medium_Load
3.13,0,16.78,100,18.34,Weekday,Tuesday,Light_Load
3.24,4.03,0,62.66,100,Weekday,Monday,Light_Load
84.13,64.15,0,79.52,100,Weekday,Thursday,Maximum_Load
57.64,25.2,1.44,91.63,99.97,Weekday,Monday,Medium_Load
2.95,0,4.32,100,56.39,Weekday,Tuesday,Light_Load
2.52,0,4.68,100,47.41,Weekday,Tuesday,Light_Load
3.96,0,22.79,100,17.12,Weekend,Saturday,Medium_Load
46.15,23.58,0,89.05,100,Weekday,Monday,Medium_Load
21.06,2.23,0.58,99.44,99.96,Weekend,Saturday,Maximum_Load
4.68,4.97,0,68.55,100,Weekday,Friday,Light_Load
3.31,0,14.36,100,22.46,Weekend,Sunday,Light_Load
3.1,4.5,0,56.73,100,Weekday,Tuesday,Light_Load
4.39,0,21.71,100,19.82,Weekday,Tuesday,Medium_Load
2.7,5.65,0,43.12,100,Weekend,Sunday,Light_Load
4.25,0,22.36,100,18.67,Weekend,Saturday,Light_Load
60.23,40.57,0,82.94,100,Weekday,Wednesday,Medium_Load
71.93,18.76,0,96.76,100,Weekend,Sunday,Medium_Load
3.28,3.24,0,71.14,100,Weekday,Tuesday,Light_Load
3.78,6.84,0,48.37,100,Weekday,Monday,Light_Load
5.51,0,20.48,100,25.98,Weekday,Wednesday,Medium_Load
5.69,0,21.38,100,25.72,Weekday,Friday,Medium_Load
3.35,0,17.46,100,18.84,Weekend,Saturday,Medium_Load
2.77,5.22,0,46.87,100,Weekend,Sunday,Light_Load
3.74,0,22.46,100,16.43,Weekday,Wednesday,Medium_Load
20.3,1.98,15.59,99.53,79.31,Weekday,Tuesday,Medium_Load
2.88,1.12,2.81,93.2,71.58,Weekday,Wednesday,Medium_Load
3.67,3.78,0,69.66,100,Weekday,Thursday,Medium_Load
126.97,54.36,0,91.93,100,Weekday,Tuesday,Medium_Load
3.17,1.91,0.36,85.65,99.36,Weekday,Friday,Light_Load
44.03,12.6,0,96.14,100,Weekday,Monday,Medium_Load
31.14,0.32,4.9,99.99,98.78,Weekday,Friday,Medium_Load
81.94,35.32,0,91.83,100,Weekday,Monday,Maximum_Load
4.32,5.26,0,63.47,100,Weekday,Monday,Light_Load
64.87,25.88,0,92.88,100,Weekday,Monday,Maximum_Load
65.66,28.44,0,91.76,100,Weekday,Monday,Medium_Load
3.85,3.35,0,75.44,100,Weekday,Tuesday,Light_Load
50.26,27.11,0,88.01,100,Weekday,Tuesday,Light_Load
3.06,3.71,0,63.63,100,Weekday,Thursday,Light_Load
32.72,0.79,8.32,99.97,96.92,Weekday,Thursday,Medium_Load
4.46,6.05,0,59.34,100,Weekday,Friday,Light_Load
2.88,5.62,0,45.61,100,Weekday,Friday,Light_Load
2.63,5.58,0,42.63,100,Weekday,Tuesday,Light_Load
5.9,4.9,0,76.93,100,Weekend,Saturday,Light_Load
3.64,4.46,0,63.23,100,Weekday,Friday,Light_Load
4.14,0,26.5,100,15.44,Weekday,Tuesday,Medium_Load
3.2,3.96,0,62.85,100,Weekday,Monday,Light_Load
3.71,4.72,0,61.8,100,Weekday,Monday,Light_Load
2.7,5.29,0,45.46,100,Weekday,Tuesday,Light_Load
3.35,0,13.5,100,24.08,Weekend,Sunday,Light_Load
3.06,2.84,0,73.3,100,Weekend,Sunday,Light_Load
2.99,0,16.92,100,17.4,Weekend,Sunday,Light_Load
34.02,26.53,0.76,78.86,99.98,Weekday,Monday,Maximum_Load
34.31,0.4,5.26,99.99,98.85,Weekday,Thursday,Medium_Load
3.1,2.48,0,78.09,100,Weekend,Sunday,Light_Load
9.29,0,25.2,100,34.59,Weekday,Tuesday,Medium_Load
3.1,3.1,0,70.71,100,Weekday,Friday,Light_Load
3.02,3.2,0,68.64,100,Weekend,Saturday,Light_Load
6.12,4.25,0,82.14,100,Weekday,Wednesday,Light_Load
4.1,0,21.67,100,18.59,Weekday,Tuesday,Medium_Load
3.89,5.18,0,60.05,100,Weekday,Wednesday,Light_Load
58.54,17.5,0,95.81,100,Weekday,Tuesday,Medium_Load
2.74,4.97,0,48.28,100,Weekday,Monday,Light_Load
28.48,0,8.28,100,96.02,Weekday,Tuesday,Maximum_Load
55.58,25.42,0,90.94,100,Weekday,Thursday,Maximum_Load
51.55,30.71,0,85.91,100,Weekday,Tuesday,Maximum_Load
2.99,5.11,0,50.5,100,Weekday,Monday,Light_Load
67.61,45.54,0,82.94,100,Weekday,Monday,Maximum_Load
2.84,5.36,0,46.82,100,Weekday,Thursday,Light_Load
3.1,4.1,0,60.31,100,Weekday,Wednesday,Light_Load
3.35,0,13.36,100,24.32,Weekday,Monday,Light_Load
51.01,55.73,0,67.52,100,Weekend,Saturday,Light_Load
2.59,4.54,0,49.55,100,Weekday,Tuesday,Light_Load
2.99,0,11.41,100,25.35,Weekend,Sunday,Light_Load
2.74,5.94,0,41.89,100,Weekend,Saturday,Light_Load
6.34,0,21.2,100,28.65,Weekday,Thursday,Medium_Load
3.13,0,16.34,100,18.81,Weekend,Sunday,Light_Load
3.31,0,5.47,100,51.77,Weekday,Friday,Light_Load
46.87,15.34,4.28,95.04,99.59,Weekday,Friday,Maximum_Load
68.69,36.4,0,88.36,100,Weekday,Friday,Maximum_Load
3.56,0,25.09,100,14.05,Weekday,Wednesday,Medium_Load
25.88,17.21,0.36,83.27,99.99,Weekday,Tuesday,Light_Load
4.61,7.7,0,51.37,100,Weekend,Sunday,Light_Load
10.91,0,21.13,100,45.88,Weekend,Saturday,Maximum_Load
7.85,0,11.34,100,56.92,Weekday,Wednesday,Medium_Load
3.06,3.71,0,63.63,100,Weekday,Wednesday,Light_Load
29.92,0,6.73,100,97.56,Weekday,Friday,Maximum_Load
3.17,3.2,0,70.38,100,Weekday,Monday,Light_Load
3.78,4.9,0,61.08,100,Weekday,Wednesday,Medium_Load
59.08,27.32,0,90.77,100,Weekday,Tuesday,Medium_Load
3.56,3.42,0,72.11,100,Weekday,Thursday,Medium_Load
53.32,40,0,79.99,100,Weekday,Tuesday,Maximum_Load
2.99,0,11.59,100,24.98,Weekend,Saturday,Medium_Load
2.59,4.36,0,51.07,100,Weekend,Sunday,Light_Load
2.81,5.22,0,47.4,100,Weekend,Sunday,Light_Load
3.02,0,16.85,100,17.64,Weekend,Sunday,Light_Load
6.88,3.53,0.07,88.97,99.99,Weekday,Tuesday,Light_Load
52.13,37.08,0,81.49,100,Weekday,Monday,Maximum_Load
2.77,0.04,10.69,99.99,25.08,Weekday,Monday,Light_Load
4.14,0,25.7,100,15.9,Weekend,Saturday,Medium_Load
3.06,4.46,0,56.57,100,Weekend,Sunday,Light_Load
57.31,57.42,0,70.64,100,Weekday,Wednesday,Light_Load
94,25.56,0,96.5,100,Weekday,Friday,Maximum_Load
103.03,40.03,0,93.21,100,Weekend,Saturday,Maximum_Load
2.56,5.47,0,42.39,100,Weekday,Wednesday,Light_Load
2.84,3.92,0,58.67,100,Weekday,Tuesday,Light_Load
3.06,0,17.39,100,17.33,Weekend,Saturday,Light_Load
100.84,25.06,0.07,97.05,100,Weekday,Thursday,Medium_Load
4.07,5.15,0,62,100,Weekday,Thursday,Light_Load
58.82,43.13,0,80.64,100,Weekday,Thursday,Maximum_Load
3.1,2.7,0,75.41,100,Weekend,Saturday,Light_Load
2.81,4.64,0,51.8,100,Weekend,Sunday,Light_Load
3.24,5.94,0,47.89,100,Weekday,Friday,Light_Load
32,0,6.34,100,98.09,Weekend,Saturday,Medium_Load
57.28,32.36,0,87.07,100,Weekday,Tuesday,Maximum_Load
2.77,4.79,0,50.06,100,Weekday,Thursday,Light_Load
3.46,0,5.58,100,52.7,Weekend,Saturday,Medium_Load
4.57,4.39,0,72.12,100,Weekday,Wednesday,Light_Load
3.06,2.52,0,77.19,100,Weekday,Thursday,Light_Load
2.92,5.83,0,44.78,100,Weekday,Thursday,Light_Load
76.25,36.9,0,90.01,100,Weekday,Thursday,Maximum_Load
3.82,0,16.78,100,22.2,Weekend,Sunday,Medium_Load
40.61,18.94,0,90.63,100,Weekday,Thursday,Medium_Load
78.84,37.33,0,90.38,100,Weekday,Tuesday,Maximum_Load
95.11,29.81,0,95.42,100,Weekday,Wednesday,Maximum_Load
2.56,4.68,0,47.99,100,Weekend,Sunday,Light_Load
53.96,19.73,0,93.92,100,Weekday,Tuesday,Maximum_Load
31.25,5.76,0.68,98.34,99.98,Weekday,Thursday,Medium_Load
5.44,0,6.01,100,67.11,Weekend,Saturday,Light_Load
95.65,47.84,0,89.44,100,Weekday,Wednesday,Medium_Load
2.74,0,11.41,100,23.35,Weekend,Sunday,Light_Load
79.45,38.27,0,90.09,100,Weekday,Wednesday,Medium_Load
34.6,9.65,0,96.32,100,Weekend,Saturday,Maximum_Load
44.46,18.83,0,92.08,100,Weekend,Saturday,Medium_Load
13.82,0,10.76,100,78.9,Weekend,Sunday,Maximum_Load
7.74,0,18.4,100,38.77,Weekend,Saturday,Medium_Load
69.12,27,0,93.15,100,Weekday,Wednesday,Maximum_Load
5.33,0,22.36,100,23.19,Weekday,Wednesday,Maximum_Load
47.66,13.28,0.29,96.33,100,Weekend,Saturday,Maximum_Load
33.91,4.28,3.74,99.21,99.4,Weekend,Saturday,Light_Load
3.17,1.26,3.17,92.93,70.71,Weekend,Sunday,Light_Load
3.02,3.13,0,69.43,100,Weekday,Wednesday,Light_Load
83.63,38.95,0,90.65,100,Weekday,Monday,Medium_Load
118.19,44.32,0,93.63,100,Weekday,Thursday,Medium_Load
2.66,4.57,0,50.3,100,Weekend,Sunday,Light_Load
74.84,42.8,0,86.81,100,Weekday,Friday,Maximum_Load
30.35,0.07,4.61,100,98.87,Weekday,Wednesday,Medium_Load
76.68,40.64,0,88.36,100,Weekday,Wednesday,Maximum_Load
51.16,16.38,0,95.24,100,Weekend,Sunday,Medium_Load
3.53,2.77,0,78.67,100,Weekday,Monday,Light_Load
3.13,1.98,0.32,84.51,99.48,Weekday,Wednesday,Light_Load
3.46,0,4.93,100,57.45,Weekday,Tuesday,Light_Load
7.49,0,23.15,100,30.78,Weekday,Wednesday,Maximum_Load
60.34,21.96,0,93.97,100,Weekday,Wednesday,Medium_Load
102.17,46.3,0,91.08,100,Weekday,Thursday,Medium_Load
61.85,28.8,0,90.65,100,Weekday,Monday,Medium_Load
3.74,1.22,11.48,95.07,30.98,Weekday,Friday,Medium_Load
2.66,3.2,0,63.92,100,Weekday,Monday,Light_Load
2.88,4.72,0,52.09,100,Weekend,Sunday,Light_Load
4.72,0,17.39,100,26.19,Weekday,Wednesday,Medium_Load
2.95,5.04,0,50.51,100,Weekend,Saturday,Light_Load
35.39,7.38,0.14,97.89,100,Weekday,Wednesday,Medium_Load
50.94,23.26,0,90.97,100,Weekday,Thursday,Maximum_Load
49.39,10.4,6.8,97.85,99.07,Weekend,Saturday,Medium_Load
3.78,0,16.92,100,21.8,Weekday,Thursday,Medium_Load
121.25,55.58,0,90.9,100,Weekday,Tuesday,Medium_Load
81.5,30.02,0,93.84,100,Weekday,Thursday,Medium_Load
40.72,27.9,0.29,82.49,100,Weekday,Tuesday,Maximum_Load
82.98,55.8,0,82.98,100,Weekday,Friday,Medium_Load
2.77,4.68,0,50.93,100,Weekday,Friday,Light_Load
3.82,3.6,0,72.78,100,Weekday,Monday,Light_Load
2.95,0,16.99,100,17.11,Weekend,Sunday,Light_Load
74.09,29.7,0,92.82,100,Weekday,Monday,Medium_Load
2.92,4.5,0,54.43,100,Weekday,Friday,Light_Load
55.91,36.94,0,83.43,100,Weekday,Tuesday,Light_Load
7.88,5.15,0,83.71,100,Weekday,Wednesday,Light_Load
68.36,28.69,0,92.21,100,Weekday,Tuesday,Maximum_Load
29.59,0.32,10.84,99.99,93.9,Weekday,Monday,Medium_Load
101.99,53.75,0,88.47,100,Weekday,Monday,Maximum_Load
3.2,0,14.22,100,21.95,Weekday,Wednesday,Medium_Load
2.88,4.25,0,56.1,100,Weekday,Wednesday,Light_Load
65.56,26.46,0,92.73,100,Weekday,Monday,Maximum_Load
50.36,17.75,0,94.31,100,Weekday,Thursday,Medium_Load
2.7,4.64,0,50.29,100,Weekend,Sunday,Light_Load
4.72,5.94,0,62.21,100,Weekday,Tuesday,Light_Load
2.99,5.26,0,49.42,100,Weekday,Thursday,Light_Load
3.74,0,15.55,100,23.38,Weekend,Sunday,Light_Load
2.77,5.36,0,45.91,100,Weekday,Thursday,Light_Load
2.63,4.79,0,48.13,100,Weekday,Monday,Light_Load
51.59,33.05,1.01,84.2,99.98,Weekday,Thursday,Medium_Load
50.11,27.5,0,87.67,100,Weekday,Thursday,Medium_Load
4.72,3.89,0,77.17,100,Weekday,Tuesday,Light_Load
3.6,0,14.36,100,24.32,Weekday,Friday,Medium_Load
3.6,3.64,0,70.32,100,Weekday,Tuesday,Light_Load
67.97,27.25,0,92.82,100,Weekday,Monday,Medium_Load
3.46,0,17.86,100,19.02,Weekend,Saturday,Medium_Load
2.92,5.62,0,46.11,100,Weekend,Sunday,Light_Load
6.3,5.15,0,77.42,100,Weekday,Tuesday,Light_Load
121.93,43.56,0,94.17,100,Weekday,Thursday,Medium_Load
41.62,1.94,0.14,99.89,100,Weekend,Saturday,Medium_Load
4.61,5.33,0,65.42,100,Weekday,Friday,Light_Load
3.96,0,21.78,100,17.89,Weekend,Saturday,Medium_Load
3.6,0,13.79,100,25.26,Weekend,Saturday,Light_Load
3.35,0,13.28,100,24.46,Weekend,Sunday,Light_Load
2.74,3.85,0,57.98,100,Weekday,Wednesday,Light_Load
4.18,2.92,0.29,81.98,99.76,Weekday,Thursday,Light_Load
2.88,4.39,0,54.85,100,Weekday,Wednesday,Light_Load
41.04,10.94,0.14,96.63,100,Weekday,Thursday,Medium_Load
88.49,54.94,0,84.96,100,Weekday,Monday,Light_Load
25.96,0,12.74,100,89.77,Weekend,Saturday,Maximum_Load
2.99,5.29,0,49.21,100,Weekend,Saturday,Light_Load
64.33,37.76,0,86.24,100,Weekday,Tuesday,Maximum_Load
13.03,4.75,17.39,93.95,59.96,Weekday,Monday,Medium_Load
2.84,5.47,0,46.08,100,Weekday,Friday,Light_Load
8.57,0,15.08,100,49.41,Weekday,Friday,Maximum_Load
2.63,4.18,0,53.25,100,Weekday,Monday,Medium_Load
3.92,0,16.56,100,23.03,Weekday,Friday,Medium_Load
58.9,29.05,0,89.69,100,Weekday,Friday,Maximum_Load
38.84,14.44,0,93.73,100,Weekday,Wednesday,Medium_Load
96.16,37.76,0,93.08,100,Weekday,Wednesday,Maximum_Load
3.53,0,26.17,100,13.37,Weekend,Saturday,Medium_Load
123.19,57.46,0,90.63,100,Weekday,Tuesday,Medium_Load
60.08,32.29,0,88.08,100,Weekday,Thursday,Medium_Load
113.15,33.7,0,95.84,100,Weekday,Monday,Medium_Load
105.19,33.88,0,95.18,100,Weekday,Wednesday,Medium_Load
3.06,4.93,0,52.74,100,Weekday,Tuesday,Light_Load
2.84,4.5,0,53.37,100,Weekend,Sunday,Light_Load
2.88,2.84,0,71.2,100,Weekend,Sunday,Light_Load
5,4.28,0,75.97,100,Weekday,Tuesday,Light_Load
130.18,54.54,0,92.23,100,Weekday,Friday,Medium_Load
45.4,17.93,0,93.01,100,Weekday,Thursday,Medium_Load
3.24,5.54,0,50.48,100,Weekend,Sunday,Light_Load
2.99,5.36,0,48.72,100,Weekday,Friday,Light_Load
3.74,5.65,0.32,55.2,99.64,Weekend,Sunday,Light_Load
3.13,0,16.7,100,18.42,Weekend,Sunday,Light_Load
108.68,69.01,0,84.42,100,Weekday,Tuesday,Maximum_Load
3.46,3.2,0,73.42,100,Weekend,Saturday,Light_Load
41.62,16.78,0,92.75,100,Weekday,Tuesday,Maximum_Load
3.28,0,17.35,100,18.58,Weekday,Tuesday,Light_Load
83.56,21.28,0,96.91,100,Weekday,Monday,Maximum_Load
4.03,3.56,0.04,74.95,100,Weekday,Friday,Light_Load
54.5,34.13,0,84.75,100,Weekday,Thursday,Medium_Load
3.2,0,16.67,100,18.85,Weekend,Sunday,Light_Load
4.64,0,25.02,100,18.23,Weekday,Tuesday,Medium_Load
4.14,3.53,0,76.09,100,Weekend,Saturday,Light_Load
51.44,18.04,0.04,94.37,100,Weekday,Wednesday,Maximum_Load
102.67,55.19,0,88.08,100,Weekday,Tuesday,Maximum_Load
3.06,0,13.93,100,21.46,Weekend,Sunday,Medium_Load
90.25,44.78,0,89.58,100,Weekday,Monday,Maximum_Load
38.45,1.33,1.44,99.94,99.93,Weekday,Thursday,Medium_Load
37.33,27.79,0,80.21,100,Weekday,Tuesday,Maximum_Load
47.16,27,0,86.78,100,Weekday,Friday,Maximum_Load
4.57,5.22,0,65.87,100,Weekday,Tuesday,Light_Load
44.21,24.66,1.73,87.33,99.92,Weekday,Thursday,Maximum_Load
56.77,32.87,0,86.54,100,Weekday,Friday,Maximum_Load
4.28,4.54,0,68.6,100,Weekday,Friday,Light_Load
131.54,49.21,0,93.66,100,Weekday,Monday,Maximum_Load
42.84,16.06,0.11,93.64,100,Weekday,Wednesday,Medium_Load
5.36,0,13.9,100,35.98,Weekday,Wednesday,Maximum_Load
2.52,4,0,53.3,100,Weekday,Friday,Light_Load
76.86,42.12,0,87.7,100,Weekday,Thursday,Medium_Load
2.66,4.93,0,47.48,100,Weekday,Monday,Light_Load
2.81,5.36,0,46.43,100,Weekday,Monday,Light_Load
5.54,4.72,0,76.12,100,Weekday,Monday,Light_Load
76.43,42.91,0,87.2,100,Weekday,Wednesday,Medium_Load
4.68,0,21.38,100,21.38,Weekend,Sunday,Light_Load
14.94,4.46,3.71,95.82,97.05,Weekday,Monday,Medium_Load
2.99,3.2,0,68.27,100,Weekend,Sunday,Light_Load
2.63,3.71,0,57.83,100,Weekday,Tuesday,Light_Load
30.89,3.46,7.52,99.38,97.16,Weekday,Thursday,Maximum_Load
99.94,30.56,0,95.63,100,Weekend,Sunday,Medium_Load
3.24,2.05,0.22,84.51,99.77,Weekend,Sunday,Light_Load
3.78,3.56,0,72.8,100,Weekday,Monday,Light_Load
2.74,3.89,0,57.59,100,Weekday,Wednesday,Light_Load
3.96,0,22.82,100,17.1,Weekend,Saturday,Medium_Load
3.89,3.42,0,75.1,100,Weekend,Saturday,Light_Load
45.65,18.54,0,92.65,100,Weekday,Thursday,Medium_Load
4.25,0,21.82,100,19.12,Weekend,Sunday,Light_Load
2.52,4.68,0,47.41,100,Weekend,Sunday,Light_Load
2.99,5.47,0,47.96,100,Weekend,Saturday,Light_Load
2.74,5.36,0,45.52,100,Weekday,Friday,Light_Load
3.02,3.67,0,63.54,100,Weekend,Sunday,Light_Load
46.62,6.84,0,98.94,100,Weekday,Monday,Maximum_Load
42.84,13.9,0,95.12,100,Weekday,Tuesday,Maximum_Load
82.08,61.38,0,80.08,100,Weekday,Monday,Light_Load
4.43,0,20.05,100,21.57,Weekday,Monday,Medium_Load
3.82,5.08,0,60.1,100,Weekday,Wednesday,Light_Load
4.64,4.21,0,74.06,100,Weekday,Wednesday,Light_Load
5.18,0,14.87,100,32.9,Weekend,Sunday,Maximum_Load
33.3,2.52,0.86,99.71,99.97,Weekend,Sunday,Maximum_Load
113.51,44.32,0,93.15,100,Weekday,Monday,Maximum_Load
64.66,49.28,0,79.53,100,Weekday,Friday,Light_Load
2.95,0,16.99,100,17.11,Weekend,Sunday,Light_Load
2.88,3.24,1.51,66.44,88.57,Weekend,Sunday,Light_Load
3.56,0,17.46,100,19.98,Weekend,Sunday,Light_Load
3.2,0,16.7,100,18.82,Weekend,Sunday,Light_Load
8.46,0,25.92,100,31.03,Weekday,Tuesday,Medium_Load
32.9,15.59,6.12,90.37,98.31,Weekday,Wednesday,Maximum_Load
4.61,7.09,0,54.51,100,Weekday,Thursday,Light_Load
3.13,3.17,0,70.26,100,Weekday,Monday,Light_Load
3.78,5.26,0,58.36,100,Weekday,Friday,Light_Load
20.41,1.76,4.72,99.63,97.43,Weekday,Friday,Medium_Load
2.77,4.75,0,50.38,100,Weekday,Wednesday,Light_Load
2.74,5.36,0,45.52,100,Weekday,Thursday,Light_Load
4.97,0,18.14,100,26.42,Weekend,Saturday,Maximum_Load
85.1,68.44,0,77.93,100,Weekday,Monday,Light_Load
3.02,0,3.71,100,63.13,Weekday,Tuesday,Light_Load
4.82,0,24.84,100,19.05,Weekend,Sunday,Light_Load
2.74,0,11.92,100,22.4,Weekend,Sunday,Light_Load
47.38,23.65,0,89.47,100,Weekday,Thursday,Maximum_Load
2.77,4.68,0,50.93,100,Weekday,Tuesday,Light_Load
71.64,20.59,0,96.11,100,Weekday,Monday,Medium_Load
3.89,0,25.85,100,14.88,Weekend,Saturday,Light_Load
3.02,4.46,0,56.07,100,Weekend,Sunday,Light_Load
4.97,4.07,0,77.37,100,Weekday,Friday,Light_Load
3.64,6.12,0,51.12,100,Weekday,Wednesday,Light_Load
82.8,19.08,0.79,97.45,100,Weekday,Thursday,Medium_Load
3.67,0,25.56,100,14.21,Weekend,Saturday,Light_Load
3.35,4.39,0,60.66,100,Weekday,Friday,Medium_Load
41.94,17.64,0,92.18,100,Weekday,Monday,Maximum_Load
2.81,4.1,0,56.53,100,Weekend,Sunday,Light_Load
2.88,4.82,0,51.29,100,Weekend,Saturday,Light_Load
65.34,28.73,0,91.54,100,Weekday,Monday,Medium_Load
3.74,4.86,0,60.99,100,Weekday,Tuesday,Light_Load
3.56,2.95,0,77,100,Weekday,Tuesday,Light_Load
103.43,54.68,0,88.41,100,Weekday,Monday,Medium_Load
3.2,0,16.88,100,18.63,Weekend,Sunday,Light_Load
50.94,17.82,0,94.39,100,Weekend,Saturday,Maximum_Load
4.07,5,0,63.13,100,Weekday,Monday,Light_Load
3.31,0,14.4,100,22.4,Weekend,Sunday,Light_Load
87.95,52.45,0,85.89,100,Weekday,Thursday,Light_Load
3.02,0,5.62,100,47.34,Weekend,Sunday,Light_Load
2.92,4.43,0,55.03,100,Weekday,Tuesday,Light_Load
56.74,40.61,0,81.32,100,Weekday,Tuesday,Maximum_Load
