Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
5.666,0.490,235.410,24.000,0.000,37.000,17.000
2.960,0.468,240.340,12.600,0.000,0.000,18.000
0.262,0.120,241.310,1.200,0.000,0.000,1.000
0.210,0.000,242.890,0.800,0.000,0.000,0.000
1.384,0.050,237.540,5.800,0.000,0.000,17.000
0.080,0.000,239.350,0.200,0.000,0.000,1.000
1.444,0.184,237.100,6.000,0.000,2.000,18.000
0.410,0.348,240.460,2.200,0.000,1.000,0.000
6.980,0.232,234.960,30.000,37.000,35.000,17.000
2.856,0.380,237.880,12.000,0.000,1.000,17.000
0.478,0.074,240.790,2.000,0.000,1.000,0.000
0.272,0.100,240.130,1.200,0.000,0.000,1.000
1.940,0.152,239.780,8.000,0.000,1.000,18.000
2.298,0.000,239.790,11.200,0.000,0.000,1.000
0.246,0.128,242.510,1.200,0.000,0.000,1.000
0.860,0.086,241.280,3.600,0.000,1.000,0.000
3.850,0.162,233.410,16.400,1.000,0.000,17.000
0.252,0.126,242.040,1.200,0.000,2.000,1.000
1.532,0.078,241.290,6.200,0.000,0.000,18.000
1.062,0.264,242.020,4.400,0.000,1.000,0.000
3.252,0.316,241.190,13.400,0.000,0.000,18.000
1.800,0.000,241.060,7.600,0.000,3.000,18.000
1.706,0.048,244.890,6.800,0.000,0.000,19.000
2.702,0.128,241.120,11.200,0.000,0.000,18.000
0.248,0.112,242.130,1.200,0.000,1.000,0.000
0.288,0.142,242.530,1.400,0.000,1.000,1.000
0.276,0.110,243.420,1.400,0.000,2.000,1.000
0.618,0.092,238.530,2.600,0.000,0.000,0.000
1.954,0.074,236.210,8.200,0.000,0.000,17.000
1.348,0.070,234.840,5.600,0.000,0.000,17.000
1.902,0.080,240.140,7.800,0.000,0.000,18.000
0.204,0.000,241.570,0.800,0.000,0.000,0.000
0.324,0.076,242.880,1.400,0.000,0.000,1.000
0.406,0.000,243.270,1.600,0.000,0.000,1.000
2.416,0.054,240.950,10.000,1.000,1.000,18.000
0.266,0.046,246.210,1.200,0.000,0.000,0.000
1.370,0.068,232.800,5.800,1.000,1.000,16.000
2.476,0.346,235.630,10.600,0.000,1.000,17.000
0.202,0.106,242.760,0.800,0.000,0.000,0.000
1.686,0.000,241.930,7.000,0.000,0.000,19.000
0.236,0.134,243.060,1.000,0.000,1.000,1.000
1.454,0.076,243.880,5.800,0.000,1.000,19.000
0.158,0.000,240.640,0.600,0.000,0.000,0.000
0.632,0.226,244.810,2.600,0.000,0.000,0.000
1.580,0.000,238.600,6.600,1.000,0.000,1.000
0.258,0.150,239.770,1.400,0.000,2.000,1.000
0.292,0.084,244.240,1.200,0.000,1.000,0.000
2.948,0.202,238.210,12.400,0.000,0.000,18.000
0.214,0.104,244.030,1.000,0.000,2.000,0.000
0.248,0.000,240.490,1.000,0.000,0.000,0.000
0.940,0.182,239.970,4.000,0.000,2.000,0.000
1.456,0.098,247.070,5.800,0.000,0.000,19.000
0.526,0.116,238.830,2.200,0.000,2.000,1.000
0.344,0.094,245.350,1.400,0.000,0.000,0.000
0.296,0.076,243.020,1.200,0.000,0.000,0.000
3.792,0.078,239.120,15.800,38.000,0.000,18.000
0.156,0.000,242.370,0.600,0.000,0.000,1.000
2.624,0.104,239.030,11.000,0.000,0.000,18.000
0.294,0.090,241.650,1.200,0.000,0.000,1.000
1.296,0.000,241.980,5.200,0.000,0.000,18.000
1.404,0.134,239.950,5.800,0.000,0.000,19.000
0.168,0.000,240.910,0.800,0.000,0.000,0.000
1.522,0.094,239.790,6.200,0.000,0.000,19.000
0.482,0.200,240.860,2.200,0.000,1.000,1.000
0.432,0.306,243.380,2.200,0.000,0.000,0.000
0.080,0.000,240.600,0.200,0.000,0.000,1.000
1.366,0.000,238.070,5.600,0.000,0.000,18.000
0.232,0.000,245.420,1.000,0.000,1.000,0.000
1.778,0.000,245.220,7.200,0.000,0.000,18.000
1.524,0.222,244.150,6.200,0.000,0.000,19.000
0.198,0.126,237.070,1.000,0.000,0.000,0.000
0.764,0.290,240.460,3.400,0.000,2.000,1.000
0.452,0.200,241.860,2.000,0.000,0.000,0.000
1.660,0.224,244.340,6.800,0.000,0.000,19.000
2.672,0.166,239.330,11.400,0.000,0.000,18.000
1.298,0.430,240.880,5.800,0.000,1.000,5.000
1.420,0.100,238.270,6.000,0.000,1.000,18.000
0.436,0.230,240.760,2.000,0.000,1.000,0.000
1.286,0.000,241.100,5.200,0.000,0.000,17.000
1.732,0.290,237.640,7.400,1.000,2.000,17.000
1.346,0.000,238.230,5.600,0.000,0.000,18.000
4.964,0.206,234.480,21.600,0.000,58.000,17.000
3.854,0.256,237.630,16.200,38.000,0.000,18.000
1.584,0.200,239.430,6.600,0.000,0.000,18.000
2.414,0.118,242.620,10.000,1.000,1.000,18.000
1.118,0.200,237.040,4.800,0.000,5.000,0.000
3.626,0.188,234.880,15.400,37.000,0.000,0.000
0.238,0.000,240.400,1.000,0.000,0.000,1.000
1.022,0.096,241.570,4.800,0.000,0.000,1.000
1.732,0.076,239.190,7.200,0.000,1.000,18.000
0.292,0.238,240.270,1.600,0.000,1.000,0.000
1.532,0.236,246.220,6.200,0.000,0.000,19.000
2.098,0.324,235.770,9.000,0.000,1.000,28.000
0.408,0.236,245.230,1.800,0.000,1.000,0.000
1.950,0.000,235.760,8.200,0.000,0.000,0.000
0.928,0.260,242.750,3.800,0.000,1.000,1.000
0.180,0.084,236.170,0.800,0.000,1.000,0.000
0.168,0.000,239.960,0.800,0.000,0.000,1.000
0.390,0.192,239.790,1.800,0.000,0.000,0.000
1.632,0.072,237.440,6.800,0.000,0.000,18.000
0.224,0.000,246.970,1.000,0.000,0.000,0.000
1.390,0.000,246.220,5.600,0.000,0.000,19.000
0.632,0.122,242.100,2.600,0.000,1.000,1.000
2.400,0.712,238.490,10.600,0.000,1.000,1.000
0.322,0.046,243.600,1.400,0.000,0.000,1.000
1.608,0.122,241.090,6.600,0.000,1.000,18.000
1.308,0.112,241.130,5.400,0.000,0.000,17.000
3.460,0.310,236.660,14.600,1.000,1.000,17.000
0.338,0.242,241.080,1.600,0.000,2.000,1.000
0.348,0.108,241.850,1.400,0.000,0.000,0.000
0.432,0.200,241.210,2.000,0.000,1.000,0.000
1.386,0.050,240.450,5.600,0.000,0.000,17.000
0.230,0.130,241.310,1.000,0.000,0.000,1.000
0.386,0.192,241.340,1.800,0.000,1.000,0.000
3.952,0.058,239.970,16.400,38.000,0.000,19.000
1.506,0.094,238.310,6.200,0.000,0.000,18.000
1.174,0.074,232.810,5.000,0.000,0.000,17.000
2.174,0.000,243.870,8.800,2.000,0.000,18.000
1.726,0.076,239.940,7.200,0.000,1.000,18.000
2.976,0.536,237.260,13.400,13.000,1.000,17.000
2.342,0.090,239.510,9.800,0.000,0.000,17.000
0.374,0.090,245.270,1.600,0.000,0.000,1.000
1.648,0.090,235.360,7.000,2.000,5.000,17.000
0.114,0.000,237.460,0.600,0.000,0.000,0.000
1.930,0.056,229.830,8.400,0.000,0.000,16.000
1.298,0.050,234.530,5.400,0.000,0.000,17.000
1.078,0.240,239.590,4.600,0.000,1.000,12.000
0.154,0.000,240.570,0.600,0.000,0.000,1.000
0.422,0.048,242.080,1.800,0.000,0.000,0.000
0.276,0.000,247.330,1.200,0.000,0.000,0.000
1.264,0.000,236.410,5.200,0.000,0.000,17.000
0.232,0.130,241.410,1.000,0.000,0.000,0.000
0.810,0.068,243.770,3.400,0.000,0.000,1.000
0.958,0.094,237.600,4.000,0.000,0.000,1.000
0.172,0.096,235.920,0.800,0.000,0.000,0.000
0.308,0.000,239.470,1.200,0.000,1.000,1.000
0.766,0.160,242.160,3.200,0.000,0.000,1.000
0.484,0.000,241.120,2.000,0.000,1.000,0.000
0.276,0.050,242.110,1.200,0.000,0.000,0.000
0.254,0.206,237.940,1.400,0.000,1.000,0.000
0.992,0.074,246.220,4.000,0.000,0.000,0.000
0.302,0.118,243.380,1.400,0.000,0.000,1.000
0.302,0.056,249.800,1.200,0.000,0.000,0.000
0.314,0.112,242.860,1.400,0.000,0.000,1.000
0.294,0.122,244.060,1.200,0.000,2.000,0.000
0.464,0.092,243.600,2.000,0.000,0.000,1.000
1.656,0.212,239.840,6.800,0.000,1.000,18.000
2.862,0.178,238.170,12.000,0.000,2.000,17.000
0.352,0.050,245.290,1.600,0.000,0.000,0.000
1.992,0.058,237.170,8.400,0.000,0.000,17.000
2.578,0.278,238.520,10.800,0.000,36.000,0.000
0.192,0.074,235.240,0.800,0.000,0.000,0.000
0.166,0.102,241.070,0.800,0.000,0.000,0.000
2.554,0.000,241.430,10.600,0.000,0.000,17.000
0.738,0.234,237.310,3.200,0.000,0.000,1.000
0.832,0.162,233.880,3.600,0.000,0.000,0.000
0.458,0.176,239.710,2.200,0.000,0.000,0.000
1.498,0.342,241.570,6.200,0.000,1.000,18.000
1.354,0.076,237.720,5.600,0.000,0.000,18.000
1.836,0.190,238.100,7.800,0.000,0.000,15.000
0.836,0.278,241.700,3.800,0.000,0.000,9.000
1.354,0.072,241.430,5.600,0.000,0.000,18.000
1.318,0.096,238.000,5.400,0.000,0.000,18.000
2.114,0.096,235.110,9.000,0.000,1.000,17.000
3.464,0.218,239.100,14.600,1.000,0.000,18.000
5.444,0.500,235.050,23.200,37.000,1.000,17.000
0.144,0.000,239.650,0.600,0.000,0.000,1.000
2.630,0.100,234.970,11.200,0.000,0.000,18.000
0.458,0.094,237.710,2.200,0.000,1.000,0.000
0.246,0.110,238.410,1.000,0.000,0.000,1.000
0.214,0.000,234.590,1.000,0.000,0.000,0.000
0.560,0.262,241.820,2.600,0.000,0.000,0.000
0.156,0.000,242.090,0.600,0.000,0.000,1.000
0.236,0.000,248.150,1.000,0.000,0.000,0.000
1.666,0.000,247.370,6.600,0.000,0.000,0.000
1.538,0.082,236.130,6.400,0.000,0.000,17.000
0.404,0.272,242.770,2.000,0.000,1.000,1.000
0.444,0.096,241.800,2.000,0.000,0.000,1.000
1.350,0.114,242.350,5.600,0.000,1.000,19.000
1.136,0.090,241.970,4.600,1.000,0.000,0.000
1.506,0.050,239.870,6.200,1.000,0.000,17.000
0.280,0.000,240.950,1.400,0.000,0.000,1.000
0.444,0.000,244.600,1.800,0.000,0.000,1.000
0.366,0.206,238.630,1.800,0.000,0.000,0.000
2.932,0.318,233.700,12.600,0.000,0.000,18.000
1.372,0.096,241.750,5.600,0.000,2.000,18.000
2.246,0.158,239.300,9.400,1.000,0.000,30.000
0.114,0.000,238.690,0.600,0.000,0.000,0.000
0.376,0.000,243.490,1.600,0.000,0.000,0.000
0.994,0.000,240.510,4.000,0.000,0.000,0.000
0.306,0.226,240.170,1.600,0.000,0.000,0.000
0.306,0.098,244.820,1.200,0.000,0.000,0.000
0.568,0.000,239.680,2.400,0.000,0.000,0.000
0.108,0.000,239.130,0.600,0.000,0.000,0.000
0.250,0.132,240.080,1.200,0.000,0.000,1.000
0.140,0.000,243.820,0.600,0.000,0.000,1.000
0.326,0.048,242.300,1.400,0.000,0.000,1.000
0.270,0.114,235.910,1.200,0.000,0.000,0.000
0.384,0.000,244.350,1.800,0.000,0.000,0.000
0.362,0.168,243.500,1.800,0.000,2.000,0.000
0.288,0.124,244.460,1.200,0.000,0.000,1.000
1.674,0.248,239.880,7.000,1.000,0.000,18.000
1.258,0.086,244.730,5.400,0.000,0.000,17.000
1.376,0.170,238.660,5.800,0.000,2.000,18.000
1.890,0.000,240.160,7.800,0.000,0.000,0.000
1.010,0.430,238.600,4.600,0.000,1.000,12.000
2.460,0.000,240.350,10.800,0.000,20.000,18.000
1.486,0.064,240.020,6.200,0.000,0.000,19.000
3.844,0.278,234.970,16.400,0.000,2.000,17.000
0.308,0.244,243.790,1.600,0.000,0.000,0.000
0.452,0.054,241.840,1.800,0.000,1.000,1.000
0.470,0.000,239.110,2.000,0.000,0.000,0.000
3.116,0.000,239.290,13.000,0.000,0.000,0.000
1.586,0.142,237.320,6.800,0.000,0.000,17.000
0.350,0.146,247.960,1.400,0.000,0.000,1.000
1.324,0.000,241.700,5.400,0.000,0.000,18.000
0.252,0.000,249.880,1.000,0.000,0.000,1.000
2.772,0.202,236.280,11.800,1.000,1.000,17.000
3.842,0.162,241.060,15.800,0.000,0.000,18.000
0.178,0.160,243.390,0.800,0.000,0.000,0.000
2.736,0.162,243.110,11.200,39.000,1.000,1.000
4.680,0.368,243.060,19.400,40.000,2.000,0.000
0.604,0.000,247.300,2.400,0.000,0.000,1.000
0.180,0.000,237.860,1.000,0.000,0.000,1.000
0.354,0.098,242.090,1.600,0.000,0.000,0.000
0.234,0.138,243.770,1.000,0.000,0.000,1.000
0.306,0.214,240.340,1.600,0.000,0.000,0.000
1.298,0.000,242.070,5.200,0.000,0.000,18.000
0.384,0.230,244.100,1.800,0.000,1.000,0.000
0.328,0.074,245.290,1.400,0.000,1.000,0.000
0.080,0.000,239.130,0.200,0.000,0.000,1.000
1.926,0.332,239.650,8.000,0.000,0.000,18.000
0.892,0.110,242.520,3.800,0.000,0.000,1.000
0.412,0.214,246.600,1.800,0.000,0.000,0.000
2.492,0.000,237.170,10.400,1.000,0.000,18.000
1.320,0.080,239.820,5.400,0.000,1.000,18.000
1.912,0.066,241.130,7.800,1.000,0.000,18.000
0.272,0.210,236.960,1.400,0.000,1.000,0.000
0.250,0.000,238.400,1.000,0.000,0.000,0.000
0.202,0.000,242.200,0.800,0.000,0.000,0.000
0.282,0.000,238.710,1.200,0.000,0.000,0.000
1.528,0.184,238.760,6.400,0.000,2.000,18.000
0.736,0.352,240.110,3.400,0.000,1.000,1.000
3.340,0.208,237.080,14.000,0.000,0.000,17.000
0.682,0.154,241.280,3.200,0.000,1.000,5.000
0.388,0.000,239.590,1.600,0.000,0.000,1.000
1.344,0.000,247.830,5.400,0.000,0.000,19.000
0.550,0.284,237.290,2.800,0.000,1.000,1.000
0.292,0.108,239.840,1.400,0.000,0.000,1.000
0.196,0.100,241.980,0.800,0.000,1.000,0.000
4.532,0.424,235.110,19.200,37.000,0.000,0.000
1.258,0.100,236.010,5.200,0.000,1.000,18.000
2.042,0.388,237.350,8.600,0.000,2.000,28.000
1.170,0.124,241.360,4.800,0.000,2.000,1.000
1.714,0.000,244.230,7.000,0.000,2.000,18.000
2.252,0.370,236.930,9.600,0.000,0.000,1.000
0.362,0.114,243.700,1.400,0.000,0.000,0.000
1.922,0.092,242.900,7.800,0.000,2.000,19.000
1.446,0.100,240.230,6.000,2.000,0.000,18.000
1.352,0.000,238.300,5.600,0.000,0.000,18.000
0.606,0.076,241.960,2.800,0.000,0.000,7.000
0.426,0.106,243.330,1.800,0.000,0.000,0.000
0.886,0.092,240.320,4.200,0.000,1.000,11.000
1.376,0.000,239.800,5.800,0.000,0.000,18.000
0.372,0.144,242.550,1.600,0.000,0.000,0.000
2.382,0.108,239.620,9.800,0.000,0.000,0.000
0.234,0.106,241.240,1.000,0.000,1.000,1.000
5.038,0.598,233.480,22.000,23.000,20.000,0.000
0.258,0.060,241.860,1.000,0.000,0.000,1.000
0.560,0.000,239.950,2.200,0.000,0.000,1.000
0.306,0.086,246.380,1.200,0.000,1.000,0.000
0.244,0.106,241.710,1.000,0.000,2.000,1.000
0.612,0.280,242.250,2.800,0.000,1.000,0.000
2.096,0.466,240.300,8.800,0.000,1.000,29.000
0.168,0.138,242.340,0.800,0.000,0.000,0.000
0.812,0.052,239.060,3.400,0.000,0.000,0.000
1.196,0.000,231.890,5.200,0.000,0.000,17.000
0.298,0.094,240.920,1.200,0.000,1.000,0.000
2.058,0.000,239.040,8.600,0.000,0.000,17.000
0.330,0.236,240.140,1.600,0.000,2.000,0.000
0.222,0.126,243.790,1.000,0.000,0.000,1.000
0.730,0.274,238.590,3.200,0.000,1.000,1.000
1.386,0.178,239.660,5.800,0.000,2.000,18.000
1.648,0.356,239.350,7.200,0.000,1.000,1.000
0.210,0.000,239.790,0.800,0.000,0.000,0.000
1.556,0.592,240.700,7.000,0.000,0.000,18.000
2.618,0.300,234.440,11.200,38.000,0.000,0.000
0.448,0.196,245.350,2.000,0.000,0.000,0.000
1.252,0.138,240.170,5.200,0.000,1.000,0.000
1.366,0.068,236.010,5.800,0.000,0.000,18.000
1.106,0.048,240.920,4.600,0.000,1.000,1.000
2.922,0.218,240.600,13.000,19.000,1.000,18.000
4.942,0.082,233.800,21.200,37.000,0.000,17.000
1.502,0.274,238.610,6.400,0.000,0.000,18.000
1.466,0.114,241.390,6.000,0.000,1.000,18.000
0.422,0.224,242.550,2.000,0.000,0.000,0.000
0.236,0.000,241.090,1.000,0.000,0.000,1.000
0.600,0.148,243.700,2.600,0.000,0.000,0.000
0.318,0.092,243.500,1.400,0.000,0.000,0.000
2.900,0.400,232.290,12.600,36.000,1.000,0.000
0.548,0.382,240.870,2.800,0.000,1.000,0.000
1.820,0.124,239.080,7.600,0.000,0.000,18.000
1.790,0.174,238.230,7.400,1.000,0.000,18.000
1.796,0.172,239.660,7.400,0.000,0.000,18.000
0.254,0.078,243.000,1.000,0.000,0.000,1.000
0.434,0.108,246.330,1.800,0.000,0.000,1.000
0.432,0.110,245.310,1.800,0.000,0.000,0.000
0.248,0.000,248.220,1.000,0.000,0.000,1.000
0.620,0.000,241.220,2.600,0.000,0.000,1.000
1.600,0.066,243.380,6.600,0.000,1.000,18.000
3.376,0.366,237.890,14.200,0.000,18.000,17.000
2.760,0.320,240.730,11.400,2.000,1.000,18.000
0.244,0.000,240.730,1.200,0.000,0.000,1.000
4.722,0.278,240.840,20.000,0.000,50.000,18.000
1.344,0.000,237.860,5.600,0.000,0.000,18.000
2.282,0.216,236.840,9.600,0.000,0.000,18.000
0.214,0.000,242.970,0.800,0.000,0.000,0.000
0.432,0.266,247.140,2.000,0.000,0.000,0.000
1.530,0.134,241.870,6.200,0.000,0.000,18.000
0.146,0.000,241.110,0.600,0.000,0.000,0.000
0.082,0.000,242.430,0.200,0.000,0.000,1.000
0.356,0.126,243.470,1.600,0.000,0.000,0.000
0.320,0.096,242.720,1.400,0.000,0.000,0.000
2.816,0.260,237.960,11.800,1.000,0.000,17.000
1.350,0.086,238.610,5.600,0.000,0.000,17.000
0.130,0.000,239.130,0.600,0.000,0.000,0.000
1.300,0.104,239.890,5.400,0.000,0.000,18.000
1.312,0.052,244.330,5.200,0.000,0.000,19.000
0.340,0.090,244.590,1.400,0.000,0.000,0.000
0.468,0.346,244.460,2.400,0.000,1.000,0.000
1.804,0.056,239.800,7.400,0.000,0.000,0.000
0.314,0.000,242.010,1.400,0.000,0.000,0.000
0.278,0.124,241.140,1.200,0.000,0.000,1.000
3.696,0.226,230.320,16.000,36.000,4.000,16.000
0.142,0.000,239.570,0.600,0.000,0.000,0.000
3.344,0.050,237.710,14.000,0.000,0.000,18.000
0.246,0.000,242.830,1.000,0.000,0.000,1.000
4.206,0.252,238.620,17.600,0.000,0.000,28.000
1.388,0.128,241.740,5.800,0.000,2.000,18.000
1.448,0.048,238.930,6.000,0.000,1.000,17.000
0.304,0.080,244.130,1.200,0.000,0.000,0.000
1.554,0.112,238.880,6.400,0.000,0.000,17.000
0.244,0.106,242.710,1.000,0.000,1.000,1.000
1.614,0.090,239.450,6.800,0.000,0.000,18.000
0.640,0.080,239.110,2.600,0.000,0.000,0.000
2.152,0.182,240.590,9.000,2.000,0.000,18.000
1.726,0.172,238.250,7.200,0.000,1.000,18.000
0.208,0.094,241.240,0.800,0.000,0.000,1.000
1.664,0.162,239.610,7.000,1.000,0.000,18.000
0.384,0.212,241.830,1.800,0.000,0.000,0.000
0.586,0.124,241.830,2.800,0.000,0.000,0.000
0.296,0.080,246.830,1.200,0.000,0.000,0.000
1.216,0.148,243.970,5.000,1.000,0.000,1.000
0.310,0.242,241.760,1.600,0.000,0.000,0.000
0.294,0.238,242.070,1.400,0.000,0.000,1.000
1.286,0.072,243.290,5.200,0.000,0.000,0.000
1.624,0.070,241.190,6.800,0.000,0.000,18.000
0.138,0.000,240.820,0.600,0.000,0.000,1.000
1.496,0.000,241.250,6.200,0.000,0.000,18.000
0.796,0.160,241.090,3.400,0.000,0.000,1.000
1.294,0.000,239.540,5.400,0.000,0.000,17.000
0.370,0.128,242.440,1.600,0.000,0.000,0.000
1.116,0.136,245.980,4.600,0.000,0.000,1.000
3.764,0.390,238.560,16.200,39.000,0.000,0.000
2.268,0.130,238.780,9.400,1.000,0.000,11.000
1.348,0.078,239.390,5.600,0.000,0.000,18.000
0.160,0.000,243.040,0.600,0.000,0.000,1.000
0.424,0.244,242.600,2.000,0.000,0.000,1.000
0.424,0.112,246.200,1.800,2.000,0.000,0.000
0.376,0.228,244.210,1.800,0.000,1.000,0.000
1.610,0.386,241.680,6.800,0.000,0.000,0.000
1.692,0.092,239.380,7.000,0.000,0.000,18.000
0.346,0.232,239.710,1.600,0.000,2.000,0.000
0.328,0.254,242.660,1.600,0.000,2.000,1.000
0.218,0.000,238.100,1.000,0.000,0.000,0.000
0.240,0.118,241.280,1.000,0.000,0.000,1.000
0.550,0.122,244.020,2.400,0.000,0.000,0.000
1.398,0.060,243.360,5.600,0.000,0.000,18.000
0.356,0.352,240.840,2.000,0.000,2.000,0.000
0.214,0.000,243.230,1.000,0.000,0.000,0.000
1.432,0.054,240.670,5.800,0.000,0.000,18.000
3.364,0.074,235.850,14.200,1.000,2.000,17.000
0.354,0.094,240.920,1.400,0.000,0.000,0.000
0.256,0.092,244.060,1.200,0.000,0.000,1.000
1.514,0.156,238.430,6.400,0.000,1.000,18.000
0.320,0.128,242.960,1.400,0.000,0.000,1.000
0.372,0.144,250.660,1.600,0.000,0.000,1.000
0.370,0.320,242.210,2.000,0.000,1.000,0.000
0.634,0.302,236.960,3.000,3.000,0.000,1.000
2.944,0.436,238.850,12.400,0.000,0.000,18.000
1.944,0.154,237.000,8.200,0.000,0.000,18.000
4.196,0.000,238.760,17.400,38.000,0.000,18.000
3.280,0.188,236.880,13.800,0.000,2.000,17.000
1.456,0.078,241.810,6.000,0.000,0.000,18.000
1.270,0.270,239.880,5.400,0.000,0.000,0.000
1.326,0.080,236.630,5.600,0.000,0.000,18.000
0.436,0.210,241.830,2.000,0.000,0.000,1.000
0.182,0.062,235.580,0.800,0.000,0.000,0.000
0.206,0.084,237.890,0.800,0.000,0.000,1.000
0.254,0.068,247.130,1.200,0.000,0.000,0.000
0.458,0.000,243.680,2.200,0.000,0.000,0.000
0.296,0.084,239.860,1.200,0.000,0.000,0.000
1.434,0.050,241.610,5.800,0.000,1.000,18.000
0.930,0.070,243.870,3.800,0.000,0.000,0.000
0.626,0.138,246.800,2.600,0.000,0.000,0.000
1.446,0.100,242.080,6.000,1.000,0.000,0.000
0.486,0.182,241.970,2.200,0.000,1.000,1.000
1.094,0.208,242.640,4.600,0.000,1.000,0.000
0.290,0.000,245.630,1.200,0.000,0.000,0.000
2.058,0.342,240.650,8.600,0.000,1.000,29.000
0.218,0.068,241.180,1.000,0.000,1.000,1.000
0.236,0.110,240.610,1.000,0.000,0.000,0.000
2.824,0.200,233.830,12.000,1.000,2.000,17.000
3.750,0.182,233.460,16.000,0.000,37.000,17.000
2.576,0.056,240.130,10.600,0.000,0.000,18.000
1.788,0.312,238.250,7.600,0.000,0.000,0.000
0.342,0.260,241.530,1.800,0.000,1.000,1.000
1.416,0.082,239.460,5.800,0.000,2.000,19.000
0.576,0.078,247.240,2.600,0.000,0.000,0.000
0.306,0.000,244.790,1.200,0.000,0.000,0.000
0.304,0.000,242.950,1.200,0.000,0.000,0.000
0.860,0.264,245.430,3.600,0.000,0.000,1.000
3.474,0.454,237.830,14.800,1.000,25.000,17.000
0.244,0.000,239.970,1.000,0.000,0.000,0.000
1.256,0.076,240.050,5.200,0.000,0.000,0.000
1.552,0.000,240.310,6.400,1.000,0.000,1.000
0.830,0.000,240.640,3.400,0.000,0.000,0.000
1.042,0.164,237.110,4.400,0.000,0.000,1.000
0.148,0.000,235.370,0.800,0.000,0.000,0.000
0.234,0.132,243.050,1.000,0.000,1.000,0.000
1.132,0.256,245.400,4.800,0.000,0.000,0.000
0.136,0.000,243.810,0.600,0.000,0.000,0.000
3.972,0.106,239.230,16.600,38.000,5.000,17.000
0.216,0.000,242.460,0.800,0.000,0.000,0.000
1.610,0.212,235.790,7.200,0.000,0.000,17.000
0.418,0.088,238.300,1.800,0.000,1.000,1.000
0.304,0.228,241.080,1.600,0.000,0.000,0.000
1.860,0.000,241.180,7.600,0.000,1.000,18.000
1.282,0.000,238.620,5.400,0.000,0.000,17.000
2.110,0.240,236.100,9.000,0.000,1.000,18.000
0.390,0.224,244.650,1.800,0.000,1.000,0.000
0.250,0.152,242.530,1.200,0.000,0.000,0.000
2.374,0.070,240.460,10.400,10.000,0.000,19.000
1.788,0.302,238.990,7.600,0.000,2.000,18.000
0.144,0.000,245.030,0.600,0.000,0.000,1.000
5.670,0.336,241.270,23.400,45.000,0.000,18.000
0.112,0.000,234.310,0.600,0.000,0.000,0.000
0.524,0.114,242.450,2.400,0.000,0.000,0.000
0.384,0.054,237.280,1.800,0.000,0.000,0.000
1.596,0.000,237.700,6.600,0.000,0.000,18.000
0.942,0.154,243.460,4.600,0.000,1.000,0.000
1.418,0.000,244.200,5.800,0.000,0.000,19.000
0.820,0.144,239.720,3.600,0.000,0.000,10.000
0.576,0.168,240.250,2.400,0.000,0.000,0.000
0.558,0.214,242.080,2.600,0.000,0.000,0.000
0.338,0.078,239.620,1.400,0.000,1.000,0.000
0.400,0.214,243.280,1.800,0.000,0.000,0.000
0.150,0.000,242.380,0.600,0.000,0.000,0.000
1.492,0.000,232.470,6.400,0.000,0.000,16.000
0.318,0.000,240.900,1.600,0.000,0.000,0.000
0.306,0.122,243.420,1.400,0.000,0.000,1.000
0.238,0.068,240.620,1.000,0.000,0.000,0.000
2.258,0.108,243.000,9.200,0.000,0.000,18.000
0.266,0.000,244.630,1.000,0.000,0.000,1.000
1.450,0.176,241.880,6.000,0.000,0.000,18.000
0.308,0.000,240.830,1.400,0.000,0.000,1.000
0.294,0.084,242.730,1.200,0.000,0.000,0.000
0.340,0.066,240.010,1.400,0.000,0.000,0.000
0.312,0.112,240.200,1.400,0.000,0.000,0.000
1.306,0.000,240.030,5.400,0.000,0.000,18.000
2.086,0.050,238.700,8.600,0.000,0.000,18.000
0.840,0.308,238.540,4.000,0.000,1.000,7.000
1.560,0.082,241.730,6.400,0.000,0.000,19.000
1.398,0.188,242.370,5.800,0.000,1.000,19.000
0.226,0.000,242.280,1.000,0.000,0.000,0.000
0.252,0.000,243.350,1.000,0.000,0.000,1.000
2.958,0.440,237.220,12.600,4.000,1.000,17.000
0.284,0.102,235.900,1.200,0.000,0.000,1.000
1.582,0.086,239.910,6.600,0.000,0.000,17.000
2.402,0.910,241.020,11.000,0.000,1.000,12.000
0.332,0.128,237.350,1.600,0.000,0.000,0.000
0.312,0.078,231.720,1.400,0.000,0.000,0.000
0.260,0.000,246.130,1.000,0.000,0.000,0.000
2.928,0.220,236.730,12.400,0.000,2.000,17.000
0.358,0.122,241.890,1.600,0.000,0.000,1.000
2.576,0.282,236.400,11.400,0.000,1.000,21.000
0.232,0.000,246.470,1.000,0.000,0.000,0.000
1.470,0.330,238.210,6.200,0.000,1.000,18.000
1.272,0.076,239.880,5.200,0.000,0.000,18.000
1.742,0.000,235.670,7.400,0.000,0.000,17.000
